AvgSpotLen	BioSample	Experiment	Instrument	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	biomaterial_provider	cell_line	cell_type	source_name	treated_with	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study
152	SAMN03317769	SRX860651	NextSeq 500	2015-02-03	33	12	Mus musculus	SRR1781491	SRS832229	GSM1597871		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317962	SRX860652	NextSeq 500	2015-02-03	29	9	Mus musculus	SRR1781492	SRS832228	GSM1597872		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317835	SRX860653	NextSeq 500	2015-02-03	22	8	Mus musculus	SRR1781493	SRS832231	GSM1597873		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318018	SRX860654	NextSeq 500	2015-02-03	36	13	Mus musculus	SRR1781494	SRS832232	GSM1597874		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318043	SRX860655	NextSeq 500	2015-02-03	58	22	Mus musculus	SRR1781495	SRS832234	GSM1597875		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318535	SRX860656	NextSeq 500	2015-02-03	52	19	Mus musculus	SRR1781496	SRS832235	GSM1597876		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318595	SRX860657	NextSeq 500	2015-02-03	66	24	Mus musculus	SRR1781497	SRS832236	GSM1597877		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318003	SRX860658	NextSeq 500	2015-02-03	37	13	Mus musculus	SRR1781498	SRS832237	GSM1597878		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317790	SRX860659	NextSeq 500	2015-02-03	82	32	Mus musculus	SRR1781499	SRS832238	GSM1597879		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318603	SRX860660	NextSeq 500	2015-02-03	52	19	Mus musculus	SRR1781500	SRS832239	GSM1597880		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318658	SRX860661	NextSeq 500	2015-02-03	50	18	Mus musculus	SRR1781501	SRS832240	GSM1597881		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318238	SRX860662	NextSeq 500	2015-02-03	125	50	Mus musculus	SRR1781502	SRS832243	GSM1597882		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317791	SRX860663	NextSeq 500	2015-02-03	17	8	Mus musculus	SRR1781503	SRS832242	GSM1597883		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318289	SRX860664	NextSeq 500	2015-02-03	107	42	Mus musculus	SRR1781504	SRS832244	GSM1597884		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03317832	SRX860665	NextSeq 500	2015-02-03	34	9	Mus musculus	SRR1781505	SRS832241	GSM1597885		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
152	SAMN03318292	SRX860666	NextSeq 500	2015-02-03	48	17	Mus musculus	SRR1781506	SRS832245	GSM1597886		V6.5	mouse embryonic stem cells	singles-mESC	none (untreated)	OTHER	PRJNA274006	GEO	public	sra	ncbi	0	PAIRED	other	GENOMIC	ILLUMINA	2015-06-17	SRP052977
